Date,Position_x,Position_y,Position_z,Velocity_x,Velocity_y,Velocity_z
1964-09-14,7.558966945266566E+07,7.680426825574669E+07,-3.347782242877491E+06,-2.330659820190333E+01,2.484255001488679E+01,1.568633984007525E+00
1964-09-15,7.353914092902125E+07,7.893987231599499E+07,-3.209421731419321E+06,-2.417458087331275E+01,2.458138186106065E+01,1.635951501212736E+00
1964-09-16,7.140987646618509E+07,8.104959447383499E+07,-3.064816560079899E+06,-2.512656697443575E+01,2.423921063942008E+01,1.712735107410678E+00
1964-09-17,6.919538509322008E+07,8.312540364331399E+07,-2.913274648105200E+06,-2.614383164463788E+01,2.379290068301449E+01,1.795976794722765E+00
1964-09-18,6.689102804442878E+07,8.515748720954382E+07,-2.754385967226971E+06,-2.720243849808722E+01,2.322456507294802E+01,1.882188727567474E+00
1964-09-19,6.449440933917427E+07,8.713475569225904E+07,-2.588055035897475E+06,-2.827466785238660E+01,2.252269060058635E+01,1.967614573295084E+00
1964-09-20,6.200563227126941E+07,8.904542827011304E+07,-2.414514346955288E+06,-2.933067658115815E+01,2.168287500749686E+01,2.048457271115914E+00
1964-09-21,5.942740608634115E+07,9.087766354136896E+07,-2.234317904161017E+06,-3.034028840718933E+01,2.070813152682562E+01,2.121109352138213E+00
1964-09-22,5.676499625808252E+07,9.262019713622642E+07,-2.048315255812965E+06,-3.127480550050497E+01,1.960874212942533E+01,2.182371767920943E+00
1964-09-23,5.402602130857357E+07,9.426294737595309E+07,-1.857607602749184E+06,-3.210873094454822E+01,1.840166839726515E+01,2.229647885449453E+00
1964-09-24,5.122010847261380E+07,9.579755212002051E+07,-1.663488650968388E+06,-3.282129706884030E+01,1.710955591879717E+01,2.261100820756836E+00
1964-09-25,4.835842911080991E+07,9.721780413589965E+07,-1.467373809209287E+06,-3.339770648294607E+01,1.575939288573263E+01,2.275764518783763E+00
1964-09-26,4.545314210635205E+07,9.851995851133934E+07,-1.270722042407744E+06,-3.383001016408731E+01,1.438090465506050E+01,2.273601807368396E+00
1964-09-27,4.251677908902160E+07,9.970289342869282E+07,-1.074955139674865E+06,-3.411756908090673E+01,1.300478213893306E+01,2.255505886491826E+00
1964-09-28,3.956160887501354E+07,1.007681145595691E+08,-8.813793130057305E+05,-3.426707122928033E+01,1.166085201661159E+01,2.223245162922521E+00
1964-09-29,3.659901977647226E+07,1.017196028707347E+08,-6.911139007309154E+05,-3.429210306432043E+01,1.037630030922890E+01,2.179354794899322E+00
1964-09-30,3.363895734307808E+07,1.025635151775073E+08,-5.050315164316446E+05,-3.421230148286184E+01,9.174057603430750E+00,2.126981560825269E+00
1964-10-01,3.068945171614589E+07,1.033077557568496E+08,-3.237132860747650E+05,-3.405213808605476E+01,8.071444352463624E+00,2.069691511983742E+00
1964-10-02,2.775626330972428E+07,1.039614451916573E+08,-1.474218960455358E+05,-3.383940987272540E+01,7.079158824051716E+00,2.011252138493812E+00
1964-10-03,2.484266831640602E+07,1.045343188811335E+08,2.390591133450717E+04,-3.360352841376611E+01,6.200669370481387E+00,1.955402331727097E+00
1964-10-04,2.194939700803509E+07,1.050360919377310E+08,1.906469440929741E+05,-3.337371184453686E+01,5.432048041712730E+00,1.905624170456564E+00
1964-10-05,1.907472848317916E+07,1.054758292376014E+08,3.534600313382968E+05,-3.317718993741079E+01,4.762255650306412E+00,1.864930446795524E+00
1964-10-06,1.621473597233031E+07,1.058613590740535E+08,5.132372879265696E+05,-3.303753171691185E+01,4.173860868890672E+00,1.835680888024900E+00
1964-10-07,1.336366763013580E+07,1.061987662015507E+08,6.710411517326981E+05,-3.297319760784287E+01,3.644149474492772E+00,1.819438280752925E+00
1964-10-08,1.051443948124106E+07,1.064919952135390E+08,8.280310397549868E+05,-3.299640441380659E+01,3.146556064045731E+00,1.816873270577059E+00
1964-10-09,7.659210346569542E+06,1.067425884663672E+08,9.853841022985131E+05,-3.311237234748474E+01,2.652330901979020E+00,1.827723642366482E+00
1964-10-10,4.790003577005482E+06,1.069495745540826E+08,1.144214914370202E+06,-3.331900003698532E+01,2.132340222744658E+00,1.850810564198969E+00
1964-10-11,1.899337566395435E+06,1.071095141554770E+08,1.305499008231007E+06,-3.360698733510912E+01,1.558890173187117E+00,1.884110804504040E+00
1964-10-12,-1.019173520358763E+06,1.072167004753620E+08,1.470004916831985E+06,-3.396039845199691E+01,9.074631377517524E-01,1.924880518874860E+00
1964-10-13,-3.970285552895082E+06,1.072635020720160E+08,1.638238878896572E+06,-3.435763108127830E+01,1.582605316359889E-01,1.969823058430794E+00
1964-10-14,-6.956689467108695E+06,1.072408271770694E+08,1.810405584343851E+06,-3.477273243277175E+01,-7.025420526122897E-01,2.015290567283513E+00
1964-10-15,-9.978702165520351E+06,1.071386812023999E+08,1.986387360654309E+06,-3.517698193057097E+01,-1.681903920390665E+00,2.057507076262443E+00
1964-10-16,-1.303410225425662E+07,1.069467834428316E+08,2.165743076300621E+06,-3.554064407386523E+01,-2.779446939135126E+00,2.092799489220502E+00
1964-10-17,-1.611812075332826E+07,1.066552053702869E+08,2.347726835068241E+06,-3.583478458070924E+01,-3.987430634548605E+00,2.117822376907372E+00
1964-10-18,-1.922358746741396E+07,1.062549915948098E+08,2.531325328282923E+06,-3.603303907483065E+01,-5.291176279960447E+00,2.129762870900467E+00
1964-10-19,-2.234122421285068E+07,1.057387256211150E+08,2.715311574233562E+06,-3.611322646792366E+01,-6.669914162220510E+00,2.126513163419260E+00
1964-10-20,-2.546006714175753E+07,1.051010058917669E+08,2.898311774800278E+06,-3.605870865829211E+01,-8.098002404083093E+00,2.106800094023096E+00
1964-10-21,-2.856799253220027E+07,1.043388030747456E+08,3.078881219402954E+06,-3.585941363394757E+01,-9.546443067202315E+00,2.070263920775487E+00
1964-10-22,-3.165231410403846E+07,1.034516767906822E+08,3.255584614648454E+06,-3.551245959084946E+01,-1.098460313273116E+01,2.017481471888172E+00
1964-10-23,-3.470041555829328E+07,1.024418385421549E+08,3.427075948116809E+06,-3.502234200424375E+01,-1.238203546400746E+01,1.949932265231351E+00
1964-10-24,-3.770037988951053E+07,1.013140569816879E+08,3.592173023049712E+06,-3.440067223869730E+01,-1.371028875928088E+01,1.869909660585765E+00
1964-10-25,-4.064157721665740E+07,1.000754112649695E+08,3.749922125560075E+06,-3.366548362644824E+01,-1.494459617331606E+01,1.780382461114963E+00
1964-10-26,-4.351517540661930E+07,9.873490749528617E+07,3.899648887560874E+06,-3.284014731617987E+01,-1.606533968499848E+01,1.684815401850566E+00
1964-10-27,-4.631454247120460E+07,9.730298160965827E+07,4.040992250235021E+06,-3.195196398749642E+01,-1.705920096175214E+01,1.586959469803957E+00
1964-10-28,-4.903551631668399E+07,9.579091897788037E+07,4.173919463214934E+06,-3.103051728933589E+01,-1.791992858733689E+01,1.490624839783617E+00
1964-10-29,-5.167652551198640E+07,9.421022606059843E+07,4.298721210885912E+06,-3.010588938824004E+01,-1.864867491176242E+01,1.399450269943117E+00
1964-10-30,-5.423855382461865E+07,9.257199239226653E+07,4.415987168868236E+06,-2.920684741898944E+01,-1.925388202424929E+01,1.316683016882281E+00
1964-10-31,-5.672495079833426E+07,9.088628174128523E+07,4.526563486888688E+06,-2.835911140300441E+01,-1.975072384225484E+01,1.244982688614224E+00
1964-11-01,-5.914110003275842E+07,8.916158951707727E+07,4.631494796168614E+06,-2.758380923100956E+01,-2.016013837521162E+01,1.186260994010363E+00
1964-11-02,-6.149396550025205E+07,8.740439945100288E+07,4.731954282943640E+06,-2.689621289874475E+01,-2.050750921044978E+01,1.141567158451299E+00
1964-11-03,-6.379154367030050E+07,8.561886652137472E+07,4.829166097259853E+06,-2.630483303357775E+01,-2.082107665708109E+01,1.111025990811842E+00
1964-11-04,-6.604225495328823E+07,8.380664539171633E+07,4.924324833399851E+06,-2.581092690152396E+01,-2.113017546724166E+01,1.093832376387517E+00
1964-11-05,-6.825431167357565E+07,8.196687475540306E+07,5.018516996693332E+06,-2.540844987063258E+01,-2.146340662792255E+01,1.088302529691323E+00
1964-11-06,-7.043510121083717E+07,8.009631847015160E+07,5.112649250181325E+06,-2.508445326534239E+01,-2.184685473605368E+01,1.091978880008075E+00
1964-11-07,-7.259062202151108E+07,7.818965480235307E+07,5.207387821026169E+06,-2.481990432620871E+01,-2.230245968889397E+01,1.101782192242356E+00
1964-11-08,-7.472500702551369E+07,7.623989606712987E+07,5.303112765912749E+06,-2.459087825005907E+01,-2.284664201174541E+01,1.114201645328534E+00
1964-11-09,-7.684016351377082E+07,7.423891299606849E+07,5.399889888466343E+06,-2.437004959641449E+01,-2.348926567816487E+01,1.125511275917133E+00
1964-11-10,-7.893555162468813E+07,7.217803177588210E+07,5.497462025185429E+06,-2.412839209112528E+01,-2.423300169798986E+01,1.131999587376319E+00
1964-11-11,-8.100811498572516E+07,7.004866726733004E+07,5.595260235189088E+06,-2.383698314967409E+01,-2.507313131044824E+01,1.130198321318765E+00
1964-11-12,-8.305236783516285E+07,6.784295370491162E+07,5.692434215236176E+06,-2.346880305629425E+01,-2.599780081326009E+01,1.117096439888876E+00
1964-11-13,-8.506063339487700E+07,6.555433432888997E+07,5.787900089001887E+06,-2.300041905995882E+01,-2.698871251869540E+01,1.090326268791921E+00
1964-11-14,-8.702341903942408E+07,6.317807390283899E+07,5.880402659989763E+06,-2.241345166461609E+01,-2.802220973325431E+01,1.048310448526005E+00
1964-11-15,-8.892990546254504E+07,6.071166276963262E+07,5.968588335323356E+06,-2.169573367102984E+01,-2.907068963058515E+01,9.903607309924958E-01
1964-11-16,-9.076852008809863E+07,5.815508771003323E+07,6.051084276791379E+06,-2.084209126144122E+01,-3.010425789252471E+01,9.167225948936473E-01
1964-11-17,-9.252755983247986E+07,5.551095298766471E+07,6.126578955600470E+06,-1.985469946369875E+01,-3.109252424993211E+01,8.285629570378727E-01
1964-11-18,-9.419582531318159E+07,5.278444409707735E+07,6.193899201487701E+06,-1.874299028329231E+01,-3.200642946227197E+01,7.279017264184073E-01
1964-11-19,-9.576322789700410E+07,4.998313632094065E+07,6.252079050391059E+06,-1.752311906744559E+01,-3.281999235663493E+01,6.174913721384723E-01
1964-11-20,-9.722133263426682E+07,4.711665966342305E+07,6.300416194751540E+06,-1.621702160191181E+01,-3.351187042003388E+01,5.006518461322464E-01
1964-11-21,-9.856380403144860E+07,4.419624048264148E+07,6.338512596243640E+06,-1.485111939590781E+01,-3.406663880624070E+01,3.810709238905421E-01
1964-11-22,-9.978672753580372E+07,4.123414766179612E+07,6.366296786221921E+06,-1.345475206194535E+01,-3.447570978705552E+01,2.625821350423259E-01
1964-11-23,-1.008887871806271E+08,3.824307697791243E+07,6.384026495558187E+06,-1.205843233766894E+01,-3.473783660059025E+01,1.489338221246879E-01
1964-11-24,-1.018712886071109E+08,3.523551109415689E+07,6.392271454756759E+06,-1.069203011064546E+01,-3.485917098974376E+01,4.356340681466797E-02
1964-11-25,-1.027380261034828E+08,3.222309408677674E+07,6.391877414146312E+06,-9.382996135758429E+00,-3.485287093651403E+01,-5.060937463388626E-02
1964-11-26,-1.034950018097652E+08,2.921605853028216E+07,6.383913578848246E+06,-8.154733714423873E+00,-3.473828252380561E+01,-1.313576616604699E-01
1964-11-27,-1.041500142472365E+08,2.622273995866076E+07,6.369606664298344E+06,-7.025217582209954E+00,-3.453974582277205E+01,-1.972804055650261E-01
1964-11-28,-1.047121412961066E+08,2.324920819165780E+07,6.350265593699325E+06,-6.005944177559184E+00,-3.428509762772343E+01,-2.478849482305421E-01
1964-11-29,-1.051911491774148E+08,2.029903788841271E+07,6.327201429179570E+06,-5.101277257892358E+00,-3.400396234421596E+01,-2.836142106363848E-01
1964-11-30,-1.055968635034721E+08,1.737323220054754E+07,6.301647418841376E+06,-4.308228722577175E+00,-3.372593525204353E+01,-3.058168358513491E-01
1964-12-01,-1.059385407704346E+08,1.447030406087883E+07,6.274684034598391E+06,-3.616687965069096E+00,-3.347876892599456E+01,-3.166621095768107E-01
1964-12-02,-1.062242786359875E+08,1.158651003151744E+07,6.247173571167704E+06,-3.010085727054767E+00,-3.328667340329308E+01,-3.190048485275945E-01
1964-12-03,-1.064605009565114E+08,8.716222332365777E+06,6.219708293367764E+06,-2.466451933332258E+00,-3.316883374945910E+01,-3.162084976688764E-01
1964-12-04,-1.066515489959464E+08,5.852416245148784E+06,6.192575292541489E+06,-1.959802962913778E+00,-3.313823541691603E+01,-3.119372255558215E-01
1964-12-05,-1.067994037410127E+08,2.987243052919608E+06,6.165740193859846E+06,-1.461773724331400E+00,-3.320086902137854E+01,-3.099296973593813E-01
1964-12-06,-1.069035562595158E+08,1.126534594068653E+05,6.138850706605298E+06,-9.433949761289298E-01,-3.335536302442027E+01,-3.137683223550720E-01
1964-12-07,-1.069610340077979E+08,-2.778966645328593E+06,6.111259799386033E+06,-3.769074773031380E-01,-3.359306671734955E+01,-3.266580485675235E-01
1964-12-08,-1.069665814806812E+08,-5.694186959026685E+06,6.082067085382304E+06,2.624976931421772E-01,-3.389857844267476E+01,-3.512281950918101E-01
1964-12-09,-1.069129841825178E+08,-8.637987348585844E+06,6.050175892153966E+06,9.951188059116647E-01,-3.425068683951121E+01,-3.893694078231906E-01
1964-12-10,-1.067915161553108E+08,-1.161330961491793E+07,6.014362533961768E+06,1.835458323784084E+00,-3.462366771351221E+01,-4.421156826329753E-01
1964-12-11,-1.065924837623496E+08,-1.462073389110577E+07,5.973353560302627E+06,2.791291320531377E+00,-3.498885744595784E+01,-5.095786519432597E-01
1964-12-12,-1.063058325530829E+08,-1.765829952337819E+07,5.925906267811220E+06,3.863144320343787E+00,-3.531640699362922E+01,-5.909381438347392E-01
1964-12-13,-1.059217801850733E+08,-2.072148147364235E+07,5.870887563506484E+06,5.044216375557342E+00,-3.557710951777599E+01,-6.844895914972078E-01
1964-12-14,-1.054314367866301E+08,-2.380332379834744E+07,5.807346367705462E+06,6.320747234130613E+00,-3.574419018993834E+01,-7.877454043047241E-01
1964-12-15,-1.048273749061748E+08,-2.689472217959060E+07,5.734575138671032E+06,7.672810186164534E+00,-3.579494902749494E+01,-8.975841213997260E-01
1964-12-16,-1.041041142650688E+08,-2.998483839467865E+07,5.652156764193594E+06,9.075481283049085E+00,-3.571215657224320E+01,-1.010438255042825E+00
1964-12-17,-1.032584917223012E+08,-3.306162156409774E+07,5.559993957398673E+06,1.050031367261857E+01,-3.548511729480703E+01,-1.122509371797962E+00
1964-12-18,-1.022898938555252E+08,-3.611240450563274E+07,5.458319360722704E+06,1.191702718836455E+01,-3.511033586723353E+01,-1.229997298720376E+00
1964-12-19,-1.012003379368549E+08,-3.912453894131873E+07,5.347685738171393E+06,1.329531020479886E+01,-3.459174566050920E+01,-1.329329480378208E+00
1964-12-20,-9.999439632299384E+07,-4.208603093333078E+07,5.228936849949274E+06,1.460662392483272E+01,-3.394048551637803E+01,-1.417376503285425E+00
1964-12-21,-9.867896882417323E+07,-4.498613790937737E+07,5.103160781303629E+06,1.582589911600050E+01,-3.317423838617956E+01,-1.491640647719180E+00
1964-12-22,-9.726291688302685E+07,-4.781589097860715E+07,4.971628567145675E+06,1.693302186959440E+01,-3.231617214396695E+01,-1.550405971511777E+00
1964-12-23,-9.575658181788346E+07,-5.056851079276145E+07,4.835721850470517E+06,1.791401782045644E+01,-3.139354713797465E+01,-1.592840775963841E+00
1964-12-24,-9.417121645139760E+07,-5.323969169664256E+07,4.696853981131963E+06,1.876186265103696E+01,-3.043607536456133E+01,-1.619046207521345E+00
1964-12-25,-9.251836472407797E+07,-5.582773694123771E+07,4.556389361373676E+06,1.947686949000880E+01,-2.947413129296118E+01,-1.630048033193932E+00
1964-12-26,-9.080922706125247E+07,-5.833353681244329E+07,4.415565951296329E+06,2.006662961421035E+01,-2.853692341400270E+01,-1.627732092678874E+00
1964-12-27,-8.905405012810092E+07,-6.076039110463776E+07,4.275425654637247E+06,2.054551009936603E+01,-2.765073798008098E+01,-1.614727364439734E+00
1964-12-28,-8.726157811775410E+07,-6.311368685744978E+07,4.136756824611843E+06,2.093373907973802E+01,-2.683736200109133E+01,-1.594243777220965E+00
1964-12-29,-8.543859896298283E+07,-6.540045109734485E+07,4.000052390423857E+06,2.125613442170608E+01,-2.611278162993524E+01,-1.569874657842481E+00
1964-12-30,-8.358961307156943E+07,-6.762880594510451E+07,3.865486152460705E+06,2.154055335855178E+01,-2.548623527847819E+01,-1.545375862391575E+00
1964-12-31,-8.171664471217392E+07,-6.980735940131001E+07,3.732908686237920E+06,2.181615764741333E+01,-2.495967917422219E+01,-1.524435059615714E+00
1965-01-01,-7.981920747705469E+07,-7.194456904168260E+07,3.601863099401310E+06,2.211160005710267E+01,-2.452769791844366E+01,-1.510445235731600E+00
1965-01-02,-7.789442585090248E+07,-7.404811750359818E+07,3.471619675447449E+06,2.245324279147409E+01,-2.417786547165839E+01,-1.506296232402716E+00
1965-01-03,-7.593730539429161E+07,-7.612433792367049E+07,3.341227286105305E+06,2.286351650475421E+01,-2.389153452657535E+01,-1.514197029984114E+00
1965-01-04,-7.394113498637989E+07,-7.817772443801680E+07,3.209578431758143E+06,2.335951999159774E+01,-2.364500610693997E+01,-1.535539613356612E+00
1965-01-05,-7.189799651717590E+07,-8.021055766753161E+07,3.075483938229695E+06,2.395194595833279E+01,-2.341100804563128E+01,-1.570812722078106E+00
1965-01-06,-6.979935086605787E+07,-8.222266809663087E+07,2.937752749383777E+06,2.464439839783734E+01,-2.316039216079706E+01,-1.619570744782798E+00
1965-01-07,-6.763666434988448E+07,-8.421135184317121E+07,2.795271944201112E+06,2.543314321118043E+01,-2.286394661313665E+01,-1.680459655233786E+00
1965-01-08,-6.540203735472795E+07,-8.617144402244811E+07,2.647082093249764E+06,2.630730730063114E+01,-2.249421290382726E+01,-1.751298409213972E+00
1965-01-09,-6.308879673054946E+07,-8.809554529609467E+07,2.492443353595980E+06,2.724951401174476E+01,-2.202719668922975E+01,-1.829210839609016E+00
1965-01-10,-6.069201573624533E+07,-8.997438785344587E+07,2.330888265884347E+06,2.823691619461853E+01,-2.144386806298252E+01,-1.910800007815961E+00
1965-01-11,-5.820892973876097E+07,-9.179731856822696E+07,2.162258028117314E+06,2.924256390824720E+01,-2.073135979303009E+01,-1.992354380737286E+00
1965-01-12,-5.563922222514898E+07,-9.355286992582861E+07,1.986720028148036E+06,3.023702338577504E+01,-1.988379041847493E+01,-2.070073261972478E+00
1965-01-13,-5.298516359297819E+07,-9.522938396180719E+07,1.804765559630349E+06,3.119014855680998E+01,-1.890266198535710E+01,-2.140297731727670E+00
1965-01-14,-5.025159416031223E+07,-9.681565121708213E+07,1.617187854471035E+06,3.207289711958522E+01,-1.779680813702643E+01,-2.199733014001186E+00
1965-01-15,-4.744575233424507E+07,-9.830152579686776E+07,1.425041765022129E+06,3.285908043841797E+01,-1.658189569211634E+01,-2.245648712279164E+00
1965-01-16,-4.457695831757398E+07,-9.967847907468380E+07,1.229587548153765E+06,3.352694057603477E+01,-1.527951006945734E+01,-2.276044704404526E+00
1965-01-17,-4.165617254096212E+07,-1.009400583211522E+08,1.032222172734253E+06,3.406045830999326E+01,-1.391588029444588E+01,-2.289772581187119E+00
1965-01-18,-3.869545564582351E+07,-1.020822223317747E+08,8.344023328035772E+05,3.445031238498134E+01,-1.252032129810948E+01,-2.286605224024957E+00
1965-01-19,-3.570736284544650E+07,-1.031035336251538E+08,6.375638544753790E+05,3.469443151802204E+01,-1.112348845839863E+01,-2.267250279017472E+00
1965-01-20,-3.270430949253230E+07,-1.040051955260454E+08,4.430424044948965E+05,3.479810550495016E+01,-9.755550781874057E+00,-2.233306705956949E+00
1965-01-21,-2.969794643644562E+07,-1.047909319030857E+08,2.520003290161639E+05,3.477364865977925E+01,-8.444394084942919E+00,-2.187167051586137E+00
1965-01-22,-2.669858315602629E+07,-1.054667169224833E+08,6.536407737519592E+04,3.463963611457702E+01,-7.213963704593397E+00,-2.131871405968044E+00
1965-01-23,-2.371469374020446E+07,-1.060403713215522E+08,-1.162239797812402E+05,3.441975955176319E+01,-6.082847760680124E+00,-2.070921946922564E+00
1965-01-24,-2.075253573659204E+07,-1.065210498422238E+08,-2.924364063409045E+05,3.414137214532271E+01,-5.063187324093301E+00,-2.008069380613012E+00
1965-01-25,-1.781590500570782E+07,-1.069186510984818E+08,-4.632723553230390E+05,3.383381143725057E+01,-4.159979911867309E+00,-1.947084299969144E+00
1965-01-26,-1.490604142522161E+07,-1.072431858785418E+08,-6.290493177897781E+05,3.352660241544605E+01,-3.370818747022324E+00,-1.891527402232891E+00
1965-01-27,-1.202169109024092E+07,-1.075041424142798E+08,-7.903754753740728E+05,3.324765036312101E+01,-2.686083649819987E+00,-1.844532576461758E+00
1965-01-28,-9.159321113120422E+06,-1.077098873325964E+08,-9.481043483984843E+05,3.302153367273112E+01,-2.089571888965745E+00,-1.808616086949633E+00
1965-01-29,-6.313473821373994E+06,-1.078671388249034E+08,-1.103274511066876E+06,3.286800072129288E+01,-1.559530494171728E+00,-1.785523487368879E+00
1965-01-30,-3.477238652412446E+06,-1.079805441646319E+08,-1.257038055717006E+06,3.280076246029796E+01,-1.070027052541581E+00,-1.776123599649306E+00
1965-01-31,-6.428128672908625E+05,-1.080523873372404E+08,-1.410582174112603E+06,3.282665434127814E+01,-5.925753719912883E-01,-1.780356021794386E+00
1965-02-01,2.197883209977891E+06,-1.080824446107845E+08,-1.565048643400818E+06,3.294521867679535E+01,-9.791685441156150E-02,-1.797235364824548E+00
1965-02-02,5.052574045480663E+06,-1.080679968516358E+08,-1.721456132074952E+06,3.314873289951785E+01,4.421510730241064E-01,-1.824911959894082E+00
1965-02-03,7.928018489419128E+06,-1.080039978296064E+08,-1.880630069276959E+06,3.342268199233443E+01,1.053010989180694E+00,-1.860785333275336E+00
1965-02-04,1.082945843362185E+07,-1.078833882425239E+08,-2.043144359536156E+06,3.374664627808401E+01,1.755633562766864E+00,-1.901663529305601E+00
1965-02-05,1.376016025322874E+07,-1.076975363023101E+08,-2.209278502695918E+06,3.409555042989175E+01,2.565254787214781E+00,-1.943958565736968E+00
1965-02-06,1.672107709513646E+07,-1.074367780048359E+08,-2.378992739372805E+06,3.444119753672892E+01,3.490403053233347E+00,-1.983906102694851E+00
1965-02-07,1.971065270652584E+07,-1.070910241249478E+08,-2.551922743105538E+06,3.475399467667592E+01,4.532335413748013E+00,-2.017795929970796E+00
1965-02-08,2.272477886566825E+07,-1.066503969068890E+08,-2.727394188406602E+06,3.500476477238767E+01,5.684917444822872E+00,-2.042199217685599E+00
1965-02-09,2.575690911052929E+07,-1.061058576071094E+08,-2.904456311908558E+06,3.516653424150040E+01,6.934954057255306E+00,-2.054178672681909E+00
1965-02-10,2.879832192959115E+07,-1.054497866017438E+08,-3.081932425601952E+06,3.521618742994715E+01,8.262951116038494E+00,-2.051468785274739E+00
1965-02-11,3.183851746496625E+07,-1.046764806609725E+08,-3.258484307415426E+06,3.513588693867492E+01,9.644261456001278E+00,-2.032615174805209E+00
1965-02-12,3.486572363604498E+07,-1.037825370408293E+08,-3.432686548129834E+06,3.491417322835871E+01,1.105054544246944E+01,-1.997064536296052E+00
1965-02-13,3.786748091903103E+07,-1.027671009420214E+08,-3.603106326434210E+06,3.454667644242420E+01,1.245145704593688E+01,-1.945199702672840E+00
1965-02-14,4.083127022069834E+07,-1.016319612142206E+08,-3.768383752863802E+06,3.403639703345221E+01,1.381645264864055E+01,-1.878317683607976E+00
1965-02-15,4.374514565601531E+07,-1.003814884352784E+08,-3.927307888582893E+06,3.339353806995481E+01,1.511661231673300E+01,-1.798552019039793E+00
1965-02-16,4.659833373925202E+07,-9.902241910379915E+07,-4.078883808614880E+06,3.263489943662004E+01,1.632636251142631E+01,-1.708744180862413E+00
1965-02-17,4.938176254506724E+07,-9.756349906455702E+07,-4.222386625099972E+06,3.178287085446508E+01,1.742499522193400E+01,-1.612271863082763E+00
1965-02-18,5.208848866509582E+07,-9.601500786735632E+07,-4.357399181189619E+06,3.086408510906520E+01,1.839789091604045E+01,-1.512844629472117E+00
1965-02-19,5.471399601638886E+07,-9.438819301787113E+07,-4.483831121784069E+06,2.990781359357814E+01,1.923737076371462E+01,-1.414279378116125E+00
1965-02-20,5.725634837078330E+07,-9.269464857118623E+07,-4.601918182781633E+06,2.894420198529750E+01,1.994312619419403E+01,-1.320269312919175E+00
1965-02-21,5.971618639250085E+07,-9.094567591034016E+07,-4.712201746598430E+06,2.800245362196435E+01,2.052219961901603E+01,-1.234160508015666E+00
1965-02-22,6.209656945121088E+07,-8.915166563629341E+07,-4.815489914891858E+06,2.710907133257333E+01,2.098851752112138E+01,-1.158749688028553E+00
1965-02-23,6.440267194138381E+07,-8.732153820634915E+07,-4.912802476318743E+06,2.628626491261444E+01,2.136200440460701E+01,-1.096115553440097E+00
1965-02-24,6.664135270896774E+07,-8.546227737373264E+07,-5.005303129062831E+06,2.555062133288792E+01,2.166733165668162E+01,-1.047493934875552E+00
1965-02-25,6.882062392237122E+07,-8.357858482036065E+07,-5.094223094906591E+06,2.491211875015368E+01,2.193237763451210E+01,-1.013204387574376E+00
1965-02-26,7.094905185472368E+07,-8.167267698296465E+07,-5.180780786416877E+06,2.437354442376443E+01,2.218649289748518E+01,-9.926327006878521E-01
1965-02-27,7.303512619463271E+07,-7.974423640039745E+07,-5.266102429363560E+06,2.393035201356137E+01,2.245867638659045E+01,-9.842703865891353E-01
1965-02-28,7.508663642010327E+07,-7.779052048594259E+07,-5.351148484128743E+06,2.357096694207598E+01,2.277577378211453E+01,-9.858087409300751E-01
1965-03-01,7.711009333800121E+07,-7.580662102742933E+07,-5.436650356146682E+06,2.327752118268205E+01,2.316080791818925E+01,-9.942817366875740E-01
